customer_id,customer_name,signup_date,industry,company_size
350,Company_0350,2024-01-28,Media,1-10
351,Company_0351,2023-09-24,Real Estate,201-500
352,Company_0352,2024-08-26,Media,11-50
353,Company_0353,2024-02-22,Finance,51-200
354,Company_0354,2022-08-02,Finance,51-200
355,Company_0355,2022-03-19,Manufacturing,501-1000
356,Company_0356,2024-01-28,Real Estate,1-10
357,Company_0357,2022-01-15,Technology,201-500
358,Company_0358,2023-12-14,Finance,1-10
359,Company_0359,2024-10-26,Education,11-50
360,Company_0360,2023-11-23,Media,51-200
361,Company_0361,2023-04-28,Manufacturing,501-1000
362,Company_0362,2024-01-28,Consulting,11-50
363,Company_0363,2023-07-11,Real Estate,501-1000
364,Company_0364,2023-10-02,Logistics,1-10
365,Company_0365,2024-10-21,Education,1000+
366,Company_0366,2023-04-24,Healthcare,11-50
367,Company_0367,2024-11-04,Healthcare,11-50
368,Company_0368,2024-09-23,Education,501-1000
369,Company_0369,2022-09-02,Manufacturing,201-500
370,Company_0370,2022-03-10,Manufacturing,11-50
371,Company_0371,2022-05-05,Retail,51-200
372,Company_0372,2022-01-19,Finance,11-50
373,Company_0373,2022-04-03,Logistics,501-1000
374,Company_0374,2024-02-20,Retail,51-200
375,Company_0375,2022-03-19,Finance,11-50
376,Company_0376,2023-02-21,Education,51-200
377,Company_0377,2024-08-22,Technology,501-1000
378,Company_0378,2022-01-15,Education,51-200
379,Company_0379,2024-07-06,Healthcare,11-50
380,Company_0380,2023-01-12,Logistics,11-50
381,Company_0381,2022-06-14,Education,51-200
382,Company_0382,2024-03-10,Retail,1000+
383,Company_0383,2024-01-28,Real Estate,1-10
384,Company_0384,2024-08-13,Logistics,11-50
385,Company_0385,2024-04-10,Education,1-10
386,Company_0386,2024-06-27,Media,11-50
387,Company_0387,2023-01-19,Technology,501-1000
388,Company_0388,2022-08-24,Real Estate,201-500
389,Company_0389,2024-04-10,Retail,51-200
390,Company_0390,2024-06-12,Retail,51-200
391,Company_0391,2024-12-20,Education,51-200
392,Company_0392,2023-05-24,Finance,51-200
393,Company_0393,2023-04-21,Technology,11-50
394,Company_0394,2024-05-15,Technology,51-200
395,Company_0395,2023-02-24,Finance,1-10
396,Company_0396,2024-10-10,Manufacturing,201-500
397,Company_0397,2024-08-06,Retail,1-10
398,Company_0398,2023-06-18,Manufacturing,51-200
399,Company_0399,2024-04-09,Finance,11-50
400,Company_0400,2024-05-27,Real Estate,1000+
401,Company_0401,2022-05-10,Manufacturing,201-500
402,Company_0402,2024-09-15,Healthcare,1-10
403,Company_0403,2023-09-08,Media,1000+
404,Company_0404,2024-07-26,Consulting,11-50
405,Company_0405,2023-02-26,Media,1-10
406,Company_0406,2024-09-18,Healthcare,51-200
407,Company_0407,2023-04-22,Education,51-200
408,Company_0408,2022-01-27,Manufacturing,1-10
409,Company_0409,2024-09-08,Real Estate,1-10
410,Company_0410,2022-04-18,Manufacturing,501-1000
411,Company_0411,2023-02-08,Healthcare,51-200
412,Company_0412,2024-10-15,Education,51-200
413,Company_0413,2024-10-04,Finance,1-10
414,Company_0414,2023-11-02,Education,1000+
415,Company_0415,2024-01-04,Healthcare,11-50
416,Company_0416,2023-07-18,Finance,11-50
417,Company_0417,2023-01-12,Consulting,11-50
418,Company_0418,2023-02-24,Finance,501-1000
419,Company_0419,2024-02-21,Healthcare,201-500
420,Company_0420,2024-05-20,Media,501-1000
421,Company_0421,2024-06-09,Technology,51-200
422,Company_0422,2024-06-07,Real Estate,11-50
423,Company_0423,2022-04-08,Manufacturing,1-10
424,Company_0424,2023-08-22,Manufacturing,51-200
425,Company_0425,2022-02-21,Manufacturing,1-10
426,Company_0426,2023-10-09,Retail,1000+
427,Company_0427,2023-06-28,Real Estate,1-10
428,Company_0428,2024-09-07,Logistics,1000+
429,Company_0429,2023-03-02,Manufacturing,11-50
430,Company_0430,2022-05-05,Logistics,11-50
431,Company_0431,2022-07-27,Consulting,11-50
432,Company_0432,2024-05-07,Retail,11-50
433,Company_0433,2024-01-05,Logistics,1-10
434,Company_0434,2022-05-28,Finance,1000+
435,Company_0435,2022-04-18,Education,201-500
436,Company_0436,2024-03-04,Technology,1-10
437,Company_0437,2022-03-12,Retail,51-200
438,Company_0438,2024-07-01,Finance,11-50
439,Company_0439,2024-03-05,Media,51-200
440,Company_0440,2022-04-24,Healthcare,51-200
441,Company_0441,2022-04-25,Manufacturing,51-200
442,Company_0442,2024-12-04,Real Estate,51-200
443,Company_0443,2023-04-20,Technology,201-500
444,Company_0444,2023-04-28,Consulting,11-50
445,Company_0445,2024-07-21,Technology,1-10
446,Company_0446,2024-10-16,Media,11-50
447,Company_0447,2024-12-04,Real Estate,201-500
448,Company_0448,2024-05-15,Healthcare,501-1000
449,Company_0449,2023-04-11,Logistics,1-10
450,Company_0450,2022-04-05,Education,51-200
451,Company_0451,2024-05-19,Consulting,201-500
452,Company_0452,2023-10-13,Logistics,51-200
453,Company_0453,2023-06-15,Consulting,51-200
454,Company_0454,2024-09-04,Healthcare,501-1000
455,Company_0455,2022-05-21,Consulting,201-500
456,Company_0456,2023-08-07,Media,51-200
457,Company_0457,2022-01-08,Media,11-50
458,Company_0458,2023-08-15,Media,11-50
459,Company_0459,2022-02-04,Manufacturing,11-50
460,Company_0460,2022-06-22,Education,11-50
461,Company_0461,2022-05-05,Real Estate,1-10
462,Company_0462,2024-02-27,Healthcare,1-10
463,Company_0463,2024-04-04,Manufacturing,201-500
464,Company_0464,2023-12-18,Technology,51-200
465,Company_0465,2024-11-18,Consulting,11-50
466,Company_0466,2023-04-04,Media,11-50
467,Company_0467,2023-01-22,Media,501-1000
468,Company_0468,2024-08-24,Technology,1000+
469,Company_0469,2022-10-20,Education,11-50
470,Company_0470,2024-11-19,Consulting,11-50
471,Company_0471,2022-01-22,Real Estate,11-50
472,Company_0472,2024-11-04,Manufacturing,201-500
473,Company_0473,2022-02-12,Healthcare,201-500
474,Company_0474,2024-09-19,Retail,201-500
475,Company_0475,2023-09-28,Consulting,1000+
476,Company_0476,2024-12-27,Logistics,51-200
477,Company_0477,2022-03-21,Consulting,1-10
478,Company_0478,2023-10-22,Education,1-10
479,Company_0479,2024-11-09,Education,501-1000
480,Company_0480,2023-09-12,Technology,11-50
481,Company_0481,2024-01-05,Logistics,51-200
482,Company_0482,2024-03-03,Finance,201-500
483,Company_0483,2023-07-01,Healthcare,201-500
484,Company_0484,2024-01-07,Media,11-50
485,Company_0485,2023-12-11,Finance,11-50
486,Company_0486,2024-09-24,Manufacturing,201-500
487,Company_0487,2022-02-19,Logistics,1-10
488,Company_0488,2023-01-02,Finance,11-50
489,Company_0489,2024-10-20,Technology,51-200
490,Company_0490,2024-09-09,Real Estate,51-200
491,Company_0491,2023-07-16,Logistics,11-50
492,Company_0492,2024-01-09,Retail,201-500
493,Company_0493,2023-01-04,Manufacturing,11-50
494,Company_0494,2022-09-10,Logistics,51-200
495,Company_0495,2023-07-22,Education,1-10
496,Company_0496,2023-03-13,Logistics,1-10
497,Company_0497,2023-12-07,Education,501-1000
498,Company_0498,2022-03-25,Finance,201-500
499,Company_0499,2024-11-10,Manufacturing,1-10
500,Company_0500,2024-12-16,Media,11-50
501,Company_0501,2024-03-13,Consulting,201-500
502,Company_0502,2023-09-17,Consulting,201-500
503,Company_0503,2023-02-26,Manufacturing,1-10
504,Company_0504,2024-07-28,Technology,11-50
505,Company_0505,2024-02-15,Healthcare,501-1000
506,Company_0506,2022-08-19,Media,51-200
507,Company_0507,2024-09-23,Media,11-50
508,Company_0508,2024-07-13,Technology,1000+
509,Company_0509,2024-10-06,Logistics,51-200
510,Company_0510,2024-04-23,Manufacturing,1-10
511,Company_0511,2024-01-28,Healthcare,11-50
512,Company_0512,2023-06-19,Media,51-200
513,Company_0513,2024-10-13,Education,201-500
514,Company_0514,2024-08-08,Manufacturing,201-500
515,Company_0515,2022-02-03,Consulting,51-200
516,Company_0516,2022-01-17,Consulting,11-50
517,Company_0517,2023-04-25,Manufacturing,11-50
518,Company_0518,2024-06-27,Finance,11-50
519,Company_0519,2024-12-05,Education,11-50
520,Company_0520,2022-07-20,Finance,201-500
521,Company_0521,2023-12-21,Healthcare,11-50
522,Company_0522,2023-04-25,Real Estate,51-200
523,Company_0523,2024-11-19,Logistics,11-50
524,Company_0524,2024-08-19,Logistics,11-50
525,Company_0525,2024-07-21,Manufacturing,11-50
526,Company_0526,2023-08-03,Real Estate,11-50
527,Company_0527,2023-05-10,Education,51-200
528,Company_0528,2023-01-12,Consulting,1-10
529,Company_0529,2022-02-15,Real Estate,1-10
530,Company_0530,2024-08-12,Education,1-10
531,Company_0531,2024-07-28,Healthcare,51-200
532,Company_0532,2024-12-17,Media,51-200
533,Company_0533,2024-12-18,Technology,11-50
534,Company_0534,2023-10-26,Logistics,51-200
535,Company_0535,2024-05-11,Logistics,51-200
536,Company_0536,2024-10-05,Technology,51-200
537,Company_0537,2024-08-26,Manufacturing,1000+
538,Company_0538,2022-11-03,Consulting,51-200
539,Company_0539,2023-07-02,Retail,201-500
540,Company_0540,2022-06-15,Consulting,51-200
541,Company_0541,2024-10-06,Manufacturing,11-50
542,Company_0542,2024-01-10,Media,11-50
543,Company_0543,2022-10-11,Logistics,1-10
544,Company_0544,2024-02-21,Manufacturing,1-10
545,Company_0545,2024-01-04,Consulting,51-200
546,Company_0546,2023-03-10,Education,201-500
547,Company_0547,2022-05-22,Logistics,501-1000
548,Company_0548,2024-02-11,Healthcare,51-200
549,Company_0549,2023-09-05,Manufacturing,11-50
550,Company_0550,2024-05-21,Media,1-10
551,Company_0551,2023-09-23,Healthcare,11-50
552,Company_0552,2024-08-13,Manufacturing,201-500
553,Company_0553,2023-10-22,Consulting,1-10
554,Company_0554,2023-10-22,Media,51-200
555,Company_0555,2024-08-01,Manufacturing,11-50
556,Company_0556,2023-05-07,Manufacturing,501-1000
557,Company_0557,2022-06-16,Retail,11-50
558,Company_0558,2022-01-05,Finance,1-10
559,Company_0559,2024-05-28,Healthcare,51-200
560,Company_0560,2024-01-18,Consulting,1-10
561,Company_0561,2024-03-11,Logistics,1-10
562,Company_0562,2022-09-13,Finance,11-50
563,Company_0563,2022-06-27,Logistics,201-500
564,Company_0564,2022-01-06,Real Estate,1-10
565,Company_0565,2023-03-12,Retail,1000+
566,Company_0566,2023-12-20,Education,201-500
567,Company_0567,2023-04-26,Real Estate,11-50
568,Company_0568,2023-06-08,Education,1000+
569,Company_0569,2024-09-26,Real Estate,501-1000
570,Company_0570,2023-03-07,Manufacturing,51-200
571,Company_0571,2023-09-19,Real Estate,51-200
572,Company_0572,2024-06-10,Media,51-200
573,Company_0573,2023-05-14,Finance,201-500
574,Company_0574,2024-01-26,Logistics,1-10
575,Company_0575,2024-08-09,Technology,51-200
576,Company_0576,2024-10-28,Manufacturing,51-200
577,Company_0577,2022-07-04,Consulting,501-1000
578,Company_0578,2024-10-10,Healthcare,201-500
579,Company_0579,2023-08-09,Real Estate,501-1000
580,Company_0580,2022-12-05,Media,1-10
581,Company_0581,2023-07-08,Real Estate,501-1000
582,Company_0582,2024-12-01,Media,1-10
583,Company_0583,2023-08-17,Manufacturing,11-50
584,Company_0584,2023-02-03,Manufacturing,11-50
